ByteBufUtil,0.6956521739130435,0.6014492753623188,4.0,652,27,2,0.142857143,0,7,0.6956521739130435,0.6014492753623188,1.0,0.35091496232508074,0.18,0.2222222222222222,0.142857143,0.0,0.4666666666666667,io.netty.buffer.ByteBufUtil
ByteBufAllocator,1.0,1.0,1.0,117,20,0,0.0,0,3,1.0,1.0,0.25,0.06297093649085038,0.13333333333333333,0.0,0.0,0.0,0.2,io.netty.buffer.ByteBufAllocator
PooledDirectByteBuf,0.0,0.0,1.5116279069767442,344,41,1,1.0,0,5,0.0,0.0,0.37790697674418605,0.18514531754574812,0.2733333333333333,0.1111111111111111,1.0,0.0,0.3333333333333333,io.netty.buffer.PooledDirectByteBuf
ReadOnlyByteBuf,0.6825396825396826,1.0,1.4074074074074074,291,53,1,0.981481481,3,6,0.6825396825396826,1.0,0.35185185185185186,0.1566200215285253,0.35333333333333333,0.1111111111111111,0.981481481,0.75,0.4,io.netty.buffer.ReadOnlyByteBuf
UnreleasableByteBuf,0.23809523809523808,0.0,1.4166666666666667,78,11,1,0.916666667,2,3,0.23809523809523808,0.0,0.3541666666666667,0.04198062432723358,0.07333333333333333,0.1111111111111111,0.916666667,0.5,0.2,io.netty.buffer.UnreleasableByteBuf
SwappedByteBuf,0.8240343347639485,0.625,1.087837837837838,838,147,1,0.993243243,1,3,0.8240343347639485,0.625,0.2719594594594595,0.4510226049515608,0.98,0.1111111111111111,0.993243243,0.25,0.2,io.netty.buffer.SwappedByteBuf
SlicedByteBuf,0.9175257731958762,0.7142857142857143,1.2790697674418605,279,41,1,0.976190476,3,6,0.9175257731958762,0.7142857142857143,0.31976744186046513,0.15016146393972013,0.2733333333333333,0.1111111111111111,0.976190476,0.75,0.4,io.netty.buffer.SlicedByteBuf
PoolArena,0.6625,0.5196850393700787,2.35,661,45,4,1.0,1,11,0.6625,0.5196850393700787,0.5875,0.3557588805166846,0.3,0.4444444444444444,1.0,0.25,0.7333333333333333,io.netty.buffer.PoolArena
DefaultByteBufHolder,0.0,0.0,1.3333333333333333,77,11,1,0.916666667,1,2,0.0,0.0,0.3333333333333333,0.041442411194833155,0.07333333333333333,0.1111111111111111,0.916666667,0.25,0.13333333333333333,io.netty.buffer.DefaultByteBufHolder
PooledByteBuf,0.7794117647058824,0.375,2.0,146,14,2,1.0,3,9,0.7794117647058824,0.375,0.5,0.07857911733046287,0.09333333333333334,0.2222222222222222,1.0,0.75,0.6,io.netty.buffer.PooledByteBuf
AbstractByteBufAllocator,0.4935064935064935,0.45098039215686275,2.6153846153846154,232,24,4,0.88,1,7,0.4935064935064935,0.45098039215686275,0.6538461538461539,0.12486544671689989,0.16,0.4444444444444444,0.88,0.25,0.4666666666666667,io.netty.buffer.AbstractByteBufAllocator
ByteBuf,0.5,1.0,1.0,1858,144,0,0.027586207,0,4,0.5,1.0,0.25,1.0,0.96,0.0,0.027586207,0.0,0.26666666666666666,io.netty.buffer.ByteBuf
PooledByteBufAllocator,0.7154471544715447,0.5333333333333333,2.0,364,15,9,0.5,2,11,0.7154471544715447,0.5333333333333333,0.5,0.19590958019375673,0.1,1.0,0.5,0.5,0.7333333333333333,io.netty.buffer.PooledByteBufAllocator
CompositeByteBuf,0.7797297297297298,0.6219081272084805,2.6865671641791047,1647,126,3,0.834645669,3,7,0.7797297297297298,0.6219081272084805,0.6716417910447762,0.8864370290635092,0.84,0.3333333333333333,0.834645669,0.75,0.4666666666666667,io.netty.buffer.CompositeByteBuf
PoolArenaMetric,1.0,1.0,1.0,110,21,0,0.0,0,2,1.0,1.0,0.25,0.059203444564047365,0.14,0.0,0.0,0.0,0.13333333333333333,io.netty.buffer.PoolArenaMetric
