MqttMessage,0.8823529411764706,0.0,1.3333333333333333,60,5,3,0.833333333,0,1,0.8823529411764706,0.0,0.14285714285714285,0.13921113689095127,0.25,1.0,0.833333333,0.0,0.043478260869565216,io.netty.handler.codec.mqtt.MqttMessage
MqttConnAckVariableHeader,0.8,1.0,1.0,24,2,1,0.666666667,0,2,0.8,1.0,0.10714285714285714,0.05568445475638051,0.1,0.3333333333333333,0.666666667,0.0,0.08695652173913043,io.netty.handler.codec.mqtt.MqttConnAckVariableHeader
MqttPubAckMessage,1.0,1.0,1.0,14,1,0,0.5,1,3,1.0,1.0,0.10714285714285714,0.03248259860788863,0.05,0.0,0.5,1.0,0.13043478260869565,io.netty.handler.codec.mqtt.MqttPubAckMessage
MqttSubAckMessage,0.8,1.0,1.0,22,2,0,0.666666667,1,4,0.8,1.0,0.10714285714285714,0.05104408352668213,0.1,0.0,0.666666667,1.0,0.17391304347826086,io.netty.handler.codec.mqtt.MqttSubAckMessage
MqttUnsubscribeMessage,0.8,1.0,1.0,23,2,0,0.666666667,1,4,0.8,1.0,0.10714285714285714,0.05336426914153132,0.1,0.0,0.666666667,1.0,0.17391304347826086,io.netty.handler.codec.mqtt.MqttUnsubscribeMessage
MqttDecoder,0.8763440860215054,0.5783132530120482,4.130434782608695,431,20,1,0.80952381,0,20,0.8763440860215054,0.5783132530120482,0.4425465838509316,1.0,1.0,0.3333333333333333,0.80952381,0.0,0.8695652173913043,io.netty.handler.codec.mqtt.MqttDecoder
MqttConnectPayload,0.9230769230769231,1.0,1.0,57,6,1,0.857142857,0,1,0.9230769230769231,1.0,0.10714285714285714,0.13225058004640372,0.3,0.3333333333333333,0.857142857,0.0,0.043478260869565216,io.netty.handler.codec.mqtt.MqttConnectPayload
MqttConnectVariableHeader,0.9523809523809523,1.0,1.0,88,10,2,0.909090909,0,1,0.9523809523809523,1.0,0.10714285714285714,0.20417633410672853,0.5,0.6666666666666666,0.909090909,0.0,0.043478260869565216,io.netty.handler.codec.mqtt.MqttConnectVariableHeader
MqttMessageFactory,0.7857142857142857,0.9090909090909091,9.333333333333334,68,2,0,0.666666667,0,19,0.7857142857142857,0.9090909090909091,1.0,0.15777262180974477,0.1,0.0,0.666666667,0.0,0.8260869565217391,io.netty.handler.codec.mqtt.MqttMessageFactory
MqttEncoder,0.97,0.6461538461538462,4.466666666666667,360,15,1,0.875,0,23,0.97,0.6461538461538462,0.47857142857142854,0.8352668213457076,0.75,0.3333333333333333,0.875,0.0,1.0,io.netty.handler.codec.mqtt.MqttEncoder
MqttUnsubAckMessage,1.0,1.0,1.0,14,1,0,0.5,1,3,1.0,1.0,0.10714285714285714,0.03248259860788863,0.05,0.0,0.5,1.0,0.13043478260869565,io.netty.handler.codec.mqtt.MqttUnsubAckMessage
MqttConnectMessage,0.8,1.0,1.0,22,2,0,0.666666667,1,4,0.8,1.0,0.10714285714285714,0.05104408352668213,0.1,0.0,0.666666667,1.0,0.17391304347826086,io.netty.handler.codec.mqtt.MqttConnectMessage
MqttPublishMessage,0.3181818181818182,0.5,1.1538461538461537,81,12,0,0.923076923,1,3,0.3181818181818182,0.5,0.1236263736263736,0.18793503480278423,0.6,0.0,0.923076923,1.0,0.13043478260869565,io.netty.handler.codec.mqtt.MqttPublishMessage
MqttUnacceptableProtocolVersionException,0.0,1.0,1.0,35,0,0,0.0,0,0,0.0,1.0,0.10714285714285714,0.08120649651972157,0.0,0.0,0.0,0.0,0.0,io.netty.handler.codec.mqtt.MqttUnacceptableProtocolVersionException
MqttPublishVariableHeader,0.8571428571428571,1.0,1.0,31,3,1,0.75,0,1,0.8571428571428571,1.0,0.10714285714285714,0.07192575406032482,0.15,0.3333333333333333,0.75,0.0,0.043478260869565216,io.netty.handler.codec.mqtt.MqttPublishVariableHeader
MqttConnAckMessage,0.75,1.0,1.0,14,1,0,0.5,1,3,0.75,1.0,0.10714285714285714,0.03248259860788863,0.05,0.0,0.5,1.0,0.13043478260869565,io.netty.handler.codec.mqtt.MqttConnAckMessage
MqttSubscribePayload,0.4,0.0,1.3333333333333333,26,2,1,0.666666667,0,2,0.4,0.0,0.14285714285714285,0.060324825986078884,0.1,0.3333333333333333,0.666666667,0.0,0.08695652173913043,io.netty.handler.codec.mqtt.MqttSubscribePayload
MqttFixedHeader,0.9230769230769231,1.0,1.0,58,6,1,0.857142857,0,2,0.9230769230769231,1.0,0.10714285714285714,0.1345707656612529,0.3,0.3333333333333333,0.857142857,0.0,0.08695652173913043,io.netty.handler.codec.mqtt.MqttFixedHeader
MqttSubscribeMessage,0.8,1.0,1.0,23,2,0,0.666666667,1,4,0.8,1.0,0.10714285714285714,0.05336426914153132,0.1,0.0,0.666666667,1.0,0.17391304347826086,io.netty.handler.codec.mqtt.MqttSubscribeMessage
MqttSubAckPayload,0.8095238095238095,0.7,2.75,46,2,1,0.666666667,0,1,0.8095238095238095,0.7,0.29464285714285715,0.10672853828306264,0.1,0.3333333333333333,0.666666667,0.0,0.043478260869565216,io.netty.handler.codec.mqtt.MqttSubAckPayload
MqttUnsubscribePayload,0.4444444444444444,0.0,1.3333333333333333,26,2,1,0.666666667,0,1,0.4444444444444444,0.0,0.14285714285714285,0.060324825986078884,0.1,0.3333333333333333,0.666666667,0.0,0.043478260869565216,io.netty.handler.codec.mqtt.MqttUnsubscribePayload
MqttMessageIdVariableHeader,0.75,0.5,1.75,32,3,1,0.75,0,0,0.75,0.5,0.1875,0.07424593967517401,0.15,0.3333333333333333,0.75,0.0,0.0,io.netty.handler.codec.mqtt.MqttMessageIdVariableHeader
