FullQualifiedName,name,Maintainability,CBO,CYC_Classes,DAC,DIT,ILCOM,LCOM,LD,LEN,LOC,LOD_Class,MPC,NAM,NOC,NOM,RFC,TCC,WMC
com.alibaba.dubbo.container.spring.SpringContainer.java.SpringContainer,SpringContainer,0.115686275,0,1,0,0,1,0,0.5,15,41,0.75,0,7,0,3,3,1,5
com.alibaba.dubbo.container.spring.SpringContainerTest.java.SpringContainerTest,SpringContainerTest,0.248933909,1,1,1,0,0,1,0,19,16,0.5,2,1,0,1,3,0,1
