FullQualifiedName,name,Maintainability,CBO,CYC_Classes,DAC,DIT,ILCOM,LCOM,LD,LEN,LOC,LOD_Class,MPC,NAM,NOC,NOM,RFC,TCC,WMC
com.alibaba.dubbo.demo.provider.DemoProvider.java.DemoProvider,DemoProvider,0.190163908,0,1,0,0,0,1,0,12,7,1,0,1,0,1,1,0,1
com.alibaba.dubbo.demo.provider.DemoServiceImpl.java.DemoServiceImpl,DemoServiceImpl,0.20970583,0,1,0,0,0,1,0,15,8,1,0,1,0,1,1,0,1
