StatusUtils,0.0,0.0,7.0,34,1,0,0.5,0,2,0.0,0.0,0.15555555555555556,0.025166543301258327,0.008064516129032258,0.0,0.5,0.0,0.13333333333333333,com.alibaba.dubbo.common.status.support.StatusUtils
Node,1.0,1.0,1.0,27,2,1,1.0,0,0,1.0,1.0,0.022222222222222223,0.01998519615099926,0.016129032258064516,0.14285714285714285,1.0,0.0,0.0,com.alibaba.dubbo.common.Node
AdaptiveCompiler,0.8,0.25,2.0,27,2,1,0.666666667,1,3,0.8,0.25,0.044444444444444446,0.01998519615099926,0.016129032258064516,0.14285714285714285,0.666666667,0.3333333333333333,0.2,com.alibaba.dubbo.common.compiler.support.AdaptiveCompiler
Hessian2ObjectOutput,1.0,1.0,1.0,76,12,1,0.923076923,2,2,1.0,1.0,0.022222222222222223,0.056254626202812734,0.0967741935483871,0.14285714285714285,0.923076923,0.6666666666666666,0.13333333333333333,com.alibaba.dubbo.common.serialize.support.hessian.Hessian2ObjectOutput
Hessian2Serialization,0.6,1.0,1.0,24,4,1,0.8,1,6,0.6,1.0,0.022222222222222223,0.01776461880088823,0.03225806451612903,0.14285714285714285,0.8,0.3333333333333333,0.4,com.alibaba.dubbo.common.serialize.support.hessian.Hessian2Serialization
ExecutorUtil,0.0,0.0,5.5,97,5,1,0.666666667,0,5,0.0,0.0,0.12222222222222222,0.07179866765358993,0.04032258064516129,0.14285714285714285,0.666666667,0.0,0.3333333333333333,com.alibaba.dubbo.common.utils.ExecutorUtil
Mixin,0.7674418604651163,0.6590909090909091,4.555555555555555,215,7,1,0.25,0,4,0.7674418604651163,0.6590909090909091,0.10123456790123456,0.15914137675795706,0.056451612903225805,0.14285714285714285,0.25,0.0,0.26666666666666666,com.alibaba.dubbo.common.bytecode.Mixin
Resetable,1.0,1.0,1.0,15,1,0,0.0,0,1,1.0,1.0,0.022222222222222223,0.011102886750555145,0.008064516129032258,0.0,0.0,0.0,0.06666666666666667,com.alibaba.dubbo.common.Resetable
JavaObjectInput,0.75,0.5,2.5714285714285716,66,5,1,0.833333333,3,2,0.75,0.5,0.05714285714285715,0.04885270170244264,0.04032258064516129,0.14285714285714285,0.833333333,1.0,0.13333333333333333,com.alibaba.dubbo.common.serialize.support.java.JavaObjectInput
Assert,0.5,0.5,2.0,14,1,0,0.5,0,0,0.5,0.5,0.044444444444444446,0.010362694300518135,0.008064516129032258,0.0,0.5,0.0,0.0,com.alibaba.dubbo.common.utils.Assert
CompactedObjectInputStream,0.8571428571428571,0.7142857142857143,3.0,44,2,1,0.666666667,0,1,0.8571428571428571,0.7142857142857143,0.06666666666666667,0.03256846780162842,0.016129032258064516,0.14285714285714285,0.666666667,0.0,0.06666666666666667,com.alibaba.dubbo.common.serialize.support.java.CompactedObjectInputStream
LoggerAdapter,1.0,1.0,1.0,53,6,0,0.0,0,3,1.0,1.0,0.022222222222222223,0.03923019985196151,0.04838709677419355,0.0,0.0,0.0,0.2,com.alibaba.dubbo.common.logger.LoggerAdapter
DataStore,1.0,1.0,1.0,18,4,0,0.6,0,1,1.0,1.0,0.022222222222222223,0.013323464100666173,0.03225806451612903,0.0,0.6,0.0,0.06666666666666667,com.alibaba.dubbo.common.store.DataStore
UnsafeByteArrayOutputStream,0.5151515151515151,0.5555555555555556,2.0,84,10,1,0.909090909,0,1,0.5151515151515151,0.5555555555555556,0.044444444444444446,0.06217616580310881,0.08064516129032258,0.14285714285714285,0.909090909,0.0,0.06666666666666667,com.alibaba.dubbo.common.io.UnsafeByteArrayOutputStream
NativeJavaObjectInput,0.46153846153846156,0.0,1.2666666666666666,79,13,1,0.928571429,2,2,0.46153846153846156,0.0,0.028148148148148148,0.05847520355292376,0.10483870967741936,0.14285714285714285,0.928571429,0.6666666666666666,0.13333333333333333,com.alibaba.dubbo.common.serialize.support.nativejava.NativeJavaObjectInput
Wrapper,0.4971751412429379,0.42857142857142855,4.32,396,17,2,0.277777778,0,5,0.4971751412429379,0.42857142857142855,0.096,0.29311621021465584,0.13709677419354838,0.2857142857142857,0.277777778,0.0,0.3333333333333333,com.alibaba.dubbo.common.bytecode.Wrapper
GenericDataOutput,0.7875,0.6058394160583942,7.166666666666667,322,16,2,0.941176471,1,2,0.7875,0.6058394160583942,0.15925925925925927,0.23834196891191708,0.12903225806451613,0.2857142857142857,0.941176471,0.3333333333333333,0.13333333333333333,com.alibaba.dubbo.common.serialize.support.dubbo.GenericDataOutput
GenericObjectOutput,0.7692307692307693,0.875,1.75,89,3,2,0.75,2,6,0.7692307692307693,0.875,0.03888888888888889,0.06587712805329386,0.024193548387096774,0.2857142857142857,0.75,0.6666666666666666,0.4,com.alibaba.dubbo.common.serialize.support.dubbo.GenericObjectOutput
Parameters,0.0,0.0,3.1666666666666665,235,28,2,0.965517241,0,5,0.0,0.0,0.07037037037037036,0.17394522575869725,0.22580645161290322,0.2857142857142857,0.965517241,0.0,0.3333333333333333,com.alibaba.dubbo.common.Parameters
FailsafeLogger,0.1791044776119403,1.0,2.0416666666666665,166,23,1,1.0,1,3,0.1791044776119403,1.0,0.045370370370370366,0.1228719467061436,0.18548387096774194,0.14285714285714285,1.0,0.3333333333333333,0.2,com.alibaba.dubbo.common.logger.support.FailsafeLogger
Log,0.0,0.0,4.0,75,10,1,0.909090909,0,0,0.0,0.0,0.08888888888888889,0.05551443375277572,0.08064516129032258,0.14285714285714285,0.909090909,0.0,0.0,com.alibaba.dubbo.common.utils.Log
