FullQualifiedName,name,Maintainability,CBO,CYC_Classes,DAC,DIT,ILCOM,LCOM,LD,LEN,LOC,LOD_Class,MPC,NAM,NOC,NOM,RFC,TCC,WMC
com.alibaba.dubbo.rpc.protocol.webservice.WebServiceProtocol.java.WebServiceProtocol.WebServiceHandler,WebServiceHandler,0.14073552,1,2,0,0,1,0,0.333333333,17,22,1,0,2,0,1,1,0,4
com.alibaba.dubbo.rpc.protocol.webservice.WebServiceProtocol.java.WebServiceProtocol,WebServiceProtocol,0.092634768,1,2,1,0,2,9,1,18,103,0.833333333,0,10,0,5,5,0,9
